t_s,v_ref,alpha_ref,dec_v,dec_alpha,dec_i,dec_r,dec500_v,dec500_alpha,dec500_i,dec500_r,mimo_v,mimo_alpha,mimo_i,mimo_r
1.7400000e-01,-2.0000000e+00,0.0000000e+00,-1.4887285e+00,3.6863891e-04,-2.0000000e+01,2.9086443e-01,-1.4887285e+00,3.6862494e-04,-2.0000000e+01,2.9085145e-01,-1.3422748e+00,-9.6008834e-04,-6.3016604e+00,4.2542207e-01
1.7600000e-01,-2.0000000e+00,0.0000000e+00,-1.5064494e+00,3.6854905e-04,-2.0000000e+01,2.9078096e-01,-1.5064494e+00,3.6853509e-04,-2.0000000e+01,2.9076799e-01,-1.3480873e+00,-1.0643159e-03,-5.9532856e+00,4.2872476e-01
1.7800000e-01,-2.0000000e+00,0.0000000e+00,-1.5241659e+00,3.6845922e-04,-2.0000000e+01,2.9069752e-01,-1.5241659e+00,3.6844526e-04,-2.0000000e+01,2.9068456e-01,-1.3535990e+00,-9.7868597e-04,-5.6698122e+00,4.3200930e-01
1.8000000e-01,-2.0000000e+00,0.0000000e+00,-1.5418781e+00,3.6836941e-04,-2.0000000e+01,2.9061410e-01,-1.5418781e+00,3.6835545e-04,-2.0000000e+01,2.9060114e-01,-1.3588066e+00,-1.0677769e-03,-5.3449015e+00,4.3509075e-01
1.8200000e-01,-2.0000000e+00,0.0000000e+00,-1.5595859e+00,3.6827962e-04,-2.0000000e+01,2.9053070e-01,-1.5595859e+00,3.6826566e-04,-2.0000000e+01,2.9051774e-01,-1.3637342e+00,-9.7569657e-04,-5.0831974e+00,4.3815128e-01
1.8400000e-01,-2.0000000e+00,0.0000000e+00,-1.5772895e+00,3.6818985e-04,-2.0000000e+01,2.9044732e-01,-1.5772895e+00,3.6817589e-04,-2.0000000e+01,2.9043436e-01,-1.3683787e+00,-1.0564749e-03,-4.7811474e+00,4.4101191e-01
1.8600000e-01,-2.0000000e+00,0.0000000e+00,-1.5949887e+00,3.6810010e-04,-2.0000000e+01,2.9036396e-01,-1.5949887e+00,3.6808615e-04,-2.0000000e+01,2.9035101e-01,-1.3727636e+00,-9.6296908e-04,-4.5405850e+00,4.4385083e-01
1.8800000e-01,-2.0000000e+00,0.0000000e+00,-1.6126836e+00,3.6801037e-04,-2.0000000e+01,2.9028062e-01,-1.6126836e+00,3.6799643e-04,-2.0000000e+01,2.9026767e-01,-1.3768859e+00,-1.0392651e-03,-4.2606753e+00,4.4649453e-01
1.9000000e-01,-2.0000000e+00,0.0000000e+00,-1.6303742e+00,3.6792067e-04,-1.9970209e+01,2.9019730e-01,-1.6303742e+00,3.6790673e-04,-1.9970209e+01,2.9018435e-01,-1.3807685e+00,-9.4700456e-04,-4.0405212e+00,4.4911709e-01
1.9200000e-01,-2.0000000e+00,0.0000000e+00,-1.6480608e+00,3.6627350e-04,-2.0000000e+01,2.9011356e-01,-1.6480608e+00,3.6626824e-04,-2.0000000e+01,2.9010117e-01,-1.3844082e+00,-1.0208126e-03,-3.7819383e+00,4.5155011e-01
1.9400000e-01,-2.0000000e+00,0.0000000e+00,-1.6657269e+00,1.7435546e-04,-2.0000000e+01,2.9004473e-01,-1.6657269e+00,1.7460854e-04,-2.0000000e+01,2.9003279e-01,-1.3878275e+00,-9.3105955e-04,-3.5813757e+00,4.5396346e-01
1.9600000e-01,-2.0000000e+00,0.0000000e+00,-1.6833949e+00,2.9115496e-04,-2.0000000e+01,2.8999426e-01,-1.6833949e+00,2.9040053e-04,-2.0000000e+01,2.8997844e-01,-1.3910231e+00,-1.0033026e-03,-3.3432335e+00,4.5619360e-01
1.9800000e-01,-2.0000000e+00,0.0000000e+00,-1.7010668e+00,3.9085655e-04,-2.0000000e+01,2.8992293e-01,-1.7010668e+00,3.8456316e-04,-2.0000000e+01,2.8990972e-01,-1.3940166e+00,-9.1652187e-04,-3.1613816e+00,4.5840618e-01
2.0000000e-01,-2.0000000e+00,0.0000000e+00,-1.7187357e+00,4.2104337e-04,-2.0000000e+01,2.8983397e-01,-1.7187357e+00,4.1754099e-04,-2.0000000e+01,2.8982245e-01,-1.3968048e+00,-9.8753598e-04,-2.9427400e+00,4.6044225e-01
2.0200000e-01,-2.0000000e+00,0.0000000e+00,-1.7364004e+00,4.2094042e-04,-2.0000000e+01,2.8973923e-01,-1.7364004e+00,4.2215189e-04,-2.0000000e+01,2.8972862e-01,-1.3994086e+00,-9.0377519e-04,-2.7786718e+00,4.6246330e-01
2.0400000e-01,-2.0000000e+00,0.0000000e+00,-1.7540609e+00,4.1088643e-04,-2.0000000e+01,2.8964462e-01,-1.7540609e+00,4.1447389e-04,-2.0000000e+01,2.8963367e-01,-1.4018246e+00,-9.7360399e-04,-2.5785534e+00,4.6431477e-01
2.0600000e-01,-2.0000000e+00,0.0000000e+00,-1.7717170e+00,3.9943437e-04,-2.0000000e+01,2.8955219e-01,-1.7717170e+00,4.0325553e-04,-2.0000000e+01,2.8954047e-01,-1.4040729e+00,-8.9271847e-04,-2.4313107e+00,4.6615401e-01
2.0800000e-01,-2.0000000e+00,0.0000000e+00,-1.7893688e+00,3.8964283e-04,-2.0000000e+01,2.8946220e-01,-1.7893688e+00,3.9259756e-04,-2.0000000e+01,2.8944964e-01,-1.4061502e+00,-9.6128278e-04,-2.2487147e+00,4.6783072e-01
2.1000000e-01,-2.0000000e+00,0.0000000e+00,-1.8070164e+00,3.8219927e-04,-1.9976695e+01,2.8937429e-01,-1.8070164e+00,3.8397991e-04,-1.9976695e+01,2.8936110e-01,-1.4080757e+00,-8.8306112e-04,-2.1173217e+00,4.6949816e-01
2.1200000e-01,-2.0000000e+00,0.0000000e+00,-1.8246598e+00,3.7567152e-04,-2.0000000e+01,2.8928762e-01,-1.8246598e+00,3.7642339e-04,-2.0000000e+01,2.8927448e-01,-1.4098459e+00,-9.5025012e-04,-1.9512363e+00,4.7101012e-01
2.1400000e-01,-2.0000000e+00,0.0000000e+00,-1.8422863e+00,2.2196049e-04,-2.0000000e+01,2.8921373e-01,-1.8422863e+00,2.2217806e-04,-2.0000000e+01,2.8920077e-01,-1.4114793e+00,-8.7447848e-04,-1.8347111e+00,4.7251588e-01
2.1600000e-01,-2.0000000e+00,0.0000000e+00,-1.8599133e+00,3.1096567e-04,-2.0000000e+01,2.8915498e-01,-1.8599133e+00,3.0996248e-04,-2.0000000e+01,2.8913897e-01,-1.4129723e+00,-9.4019350e-04,-1.6841246e+00,4.7387315e-01
2.1800000e-01,-2.0000000e+00,0.0000000e+00,-1.8775425e+00,3.8742444e-04,-2.0000000e+01,2.8908039e-01,-1.8775425e+00,3.8189423e-04,-2.0000000e+01,2.8906652e-01,-1.4143426e+00,-8.6668394e-04,-1.5814890e+00,4.7522731e-01
2.2000000e-01,-2.0000000e+00,0.0000000e+00,-1.8951684e+00,4.1005420e-04,-2.0000000e+01,2.8899235e-01,-1.8951684e+00,4.0667301e-04,-2.0000000e+01,2.8897992e-01,-1.4155864e+00,-9.3085548e-04,-1.4453988e+00,4.7643989e-01
2.2200000e-01,-2.0000000e+00,0.0000000e+00,-1.9127902e+00,4.0934798e-04,-2.0000000e+01,2.8889999e-01,-1.9127902e+00,4.0971054e-04,-2.0000000e+01,2.8888841e-01,-1.4167207e+00,-8.5945446e-04,-1.3556870e+00,4.7765244e-01
2.2400000e-01,-2.0000000e+00,0.0000000e+00,-1.9304076e+00,4.0108707e-04,-1.9968258e+01,2.8880787e-01,-1.9304076e+00,4.0340496e-04,-1.9968258e+01,2.8879615e-01,-1.4177416e+00,-9.2204490e-04,-1.2331072e+00,4.7873019e-01
2.2600000e-01,-2.0000000e+00,0.0000000e+00,-1.9480210e+00,3.9021789e-04,-1.9883551e+01,2.8871706e-01,-1.9480210e+00,3.9283319e-04,-1.9883551e+01,2.8870545e-01,-1.4186652e+00,-8.5263202e-04,-1.1553728e+00,4.7981093e-01
2.2800000e-01,-2.0000000e+00,0.0000000e+00,-1.9656140e+00,1.7191479e-04,-1.9729982e+01,2.8864235e-01,-1.9656140e+00,1.7425817e-04,-1.9729982e+01,2.8863282e-01,-1.4194876e+00,-9.1363174e-04,-1.0453407e+00,4.8076346e-01
2.3000000e-01,-2.0000000e+00,0.0000000e+00,-1.9831487e+00,-4.7342353e-04,-1.9498517e+01,2.8864304e-01,-1.9831487e+00,-4.7190316e-04,-1.9498517e+01,2.8863575e-01,-1.4202242e+00,-8.4611418e-04,-9.7866268e-01,4.8172195e-01
2.3200000e-01,-2.0000000e+00,0.0000000e+00,-2.0005703e+00,-1.6793292e-03,-1.9189493e+01,2.8882194e-01,-2.0005703e+00,-1.6859087e-03,-1.9189493e+01,2.8881544e-01,-1.4208708e+00,-9.0553537e-04,-8.8024440e-01,4.8255865e-01
2.3400000e-01,-2.0000000e+00,0.0000000e+00,-2.0178128e+00,-3.4719541e-03,-1.8808154e+01,2.8930618e-01,-2.0178128e+00,-3.5022878e-03,-1.8808154e+01,2.8929907e-01,-1.4214422e+00,-8.3984140e-04,-8.2373174e-01,4.8340414e-01
2.3600000e-01,-2.0000000e+00,0.0000000e+00,-2.0348066e+00,-5.7647430e-03,-1.8362065e+01,2.9022277e-01,-2.0348066e+00,-5.8392381e-03,-1.8362065e+01,2.9021595e-01,-1.4219339e+00,-8.9771169e-04,-7.3602612e-01,4.8413406e-01
2.3800000e-01,-2.0000000e+00,0.0000000e+00,-2.0514845e+00,-8.4024393e-03,-1.7859642e+01,2.9167616e-01,-2.0514845e+00,-8.5406475e-03,-1.7859642e+01,2.9167462e-01,-1.4223603e+00,-8.3378457e-04,-6.8882189e-01,4.8487548e-01
2.4000000e-01,-2.0000000e+00,0.0000000e+00,-2.0677846e+00,-1.1212297e-02,-1.7309347e+01,2.9373546e-01,-2.0677846e+00,-1.1427450e-02,-1.7309347e+01,2.9374861e-01,-1.4227166e+00,-8.9014158e-04,-6.1096408e-01,4.8550733e-01
2.4200000e-01,-2.0000000e+00,0.0000000e+00,-2.0836524e+00,-1.4038198e-02,-1.6719260e+01,2.9643202e-01,-2.0836524e+00,-1.4334135e-02,-1.6719260e+01,2.9647257e-01,-1.4230165e+00,-8.2793464e-04,-5.7224822e-01,4.8615327e-01
2.4400000e-01,-2.0000000e+00,0.0000000e+00,-2.0990410e+00,-1.6756592e-02,-1.6096868e+01,2.9976369e-01,-2.0990410e+00,-1.7127700e-02,-1.6096868e+01,2.9984571e-01,-1.4232552e+00,-8.8282162e-04,-5.0341217e-01,4.8669538e-01
2.4600000e-01,-2.0000000e+00,0.0000000e+00,-2.1139108e+00,-1.9279875e-02,-1.5448985e+01,3.0370215e-01,-2.1139108e+00,-1.9713189e-02,-1.5448985e+01,3.0383905e-01,-1.4234456e+00,-8.2229446e-04,-4.7240373e-01,4.8725401e-01
2.4800000e-01,-2.0000000e+00,0.0000000e+00,-2.1282292e+00,-2.1552932e-02,-1.4781735e+01,3.0820077e-01,-2.1282292e+00,-2.2031167e-02,-1.4781735e+01,3.0840368e-01,-1.4235829e+00,-8.7575720e-04,-4.1180400e-01,4.8771433e-01
2.5000000e-01,-2.0000000e+00,0.0000000e+00,-2.1419704e+00,-2.3546886e-02,-1.4100581e+01,3.1320164e-01,-2.1419704e+00,-2.4051384e-02,-1.4100581e+01,3.1347845e-01,-1.4236794e+00,-8.1687302e-04,-3.8776267e-01,4.8819344e-01
2.5200000e-01,-2.0000000e+00,0.0000000e+00,-2.1551139e+00,-2.5252419e-02,-1.3410359e+01,3.1864115e-01,-2.1551139e+00,-2.5765462e-02,-1.3410359e+01,3.1899613e-01,-1.4237302e+00,-8.6895768e-04,-3.3465564e-01,4.8857951e-01
2.5400000e-01,-2.0000000e+00,0.0000000e+00,-2.1676451e+00,-2.6673839e-02,-1.2715336e+01,3.2445417e-01,-2.1676451e+00,-2.7180133e-02,-1.2715336e+01,3.2488815e-01,-1.4237469e+00,-8.1168149e-04,-3.1688265e-01,4.8898647e-01
2.5600000e-01,-2.0000000e+00,0.0000000e+00,-2.1795535e+00,-2.7824302e-02,-1.2019253e+01,3.3057691e-01,-2.1795535e+00,-2.8311693e-02,-1.2019253e+01,3.3108773e-01,-1.4237245e+00,-8.6243325e-04,-2.7056714e-01,4.8930540e-01
2.5800000e-01,-2.0000000e+00,0.0000000e+00,-2.1908330e+00,-2.8722215e-02,-1.1325382e+01,3.3694877e-01,-2.1908330e+00,-2.9181821e-02,-1.1325382e+01,3.3753193e-01,-1.4236742e+00,-8.0673073e-04,-2.5840566e-01,4.8964715e-01
2.6000000e-01,-2.0000000e+00,0.0000000e+00,-2.2014811e+00,-2.9388667e-02,-1.0636570e+01,3.4351342e-01,-2.2014811e+00,-2.9814624e-02,-1.0636570e+01,3.4416275e-01,-1.4235908e+00,-8.5619292e-04,-2.1822308e-01,4.8990565e-01
2.6200000e-01,-2.0000000e+00,0.0000000e+00,-2.2114984e+00,-2.9845676e-02,-9.9552861e+00,3.5021936e-01,-2.2114984e+00,-3.0234678e-02,-9.9552861e+00,3.5092760e-01,-1.4234850e+00,-8.0202977e-04,-2.1105820e-01,4.9018873e-01
2.6400000e-01,-2.0000000e+00,0.0000000e+00,-2.2208883e+00,-3.0115047e-02,-9.2836564e+00,3.5702005e-01,-2.2208883e+00,-3.0465814e-02,-9.2836564e+00,3.5777941e-01,-1.4233516e+00,-8.5024353e-04,-1.7639232e-01,4.9039307e-01
2.6600000e-01,-2.0000000e+00,0.0000000e+00,-2.2296567e+00,-3.0217675e-02,-8.6235052e+00,3.6387386e-01,-2.2296567e+00,-3.0530435e-02,-8.6235052e+00,3.6467640e-01,-1.4232008e+00,-7.9758518e-04,-1.7365060e-01,4.9062359e-01
2.6800000e-01,-2.0000000e+00,0.0000000e+00,-2.2378115e+00,-3.0173145e-02,-7.9763859e+00,3.7074384e-01,-2.2378115e+00,-3.0449178e-02,-7.9763859e+00,3.7158179e-01,-1.4230272e+00,-8.4458925e-04,-1.4392693e-01,4.9077964e-01
2.7000000e-01,-2.0000000e+00,0.0000000e+00,-2.2453623e+00,-2.9999544e-02,-7.3436105e+00,3.7759739e-01,-2.2453623e+00,-3.0240812e-02,-7.3436105e+00,3.7846336e-01,-1.4228406e+00,-7.9340071e-04,-1.4507569e-01,4.9096329e-01
2.7200000e-01,-2.0000000e+00,0.0000000e+00,-2.2523203e+00,-2.9713397e-02,-6.7262761e+00,3.8440599e-01,-2.2523203e+00,-2.9922253e-02,-6.7262761e+00,3.8529307e-01,-1.4226355e+00,-8.3923148e-04,-1.1976058e-01,4.9107650e-01
2.7400000e-01,-2.0000000e+00,0.0000000e+00,-2.2586981e+00,-2.9329690e-02,-6.1252891e+00,3.9114475e-01,-2.2586981e+00,-2.9508671e-02,-6.1252891e+00,3.9204663e-01,-1.4224213e+00,-7.8947738e-04,-1.2430689e-01,4.9121858e-01
2.7600000e-01,-2.0000000e+00,0.0000000e+00,-2.2645092e+00,-2.8861942e-02,-5.5413857e+00,3.9779215e-01,-2.2645092e+00,-2.9013618e-02,-5.5413857e+00,3.9870311e-01,-1.4221925e+00,-8.3416900e-04,-1.0290640e-01,4.9129401e-01
2.7800000e-01,-2.0000000e+00,0.0000000e+00,-2.2697682e+00,-2.8322295e-02,-4.9751518e+00,4.0432967e-01,-2.2697682e+00,-2.8449174e-02,-4.9751518e+00,4.0524458e-01,-1.4219580e+00,-7.8581367e-04,-1.1039583e-01,4.9139941e-01
2.8000000e-01,-2.0000000e+00,0.0000000e+00,-2.2744903e+00,-2.7721627e-02,-4.4270393e+00,4.1074148e-01,-2.2744903e+00,-2.7826091e-02,-4.4270393e+00,4.1165581e-01,-1.4217123e+00,-8.2939822e-04,-9.2454419e-02,4.9144172e-01
2.8200000e-01,-2.0000000e+00,0.0000000e+00,-2.2786913e+00,-2.7069657e-02,-3.8973816e+00,4.1701417e-01,-2.2786913e+00,-2.7153935e-02,-3.8973816e+00,4.1792391e-01,-1.4214640e+00,-7.8240583e-04,-1.0246969e-01,4.9151495e-01
2.8400000e-01,-2.0000000e+00,0.0000000e+00,-2.2823875e+00,-2.6375056e-02,-3.3864074e+00,4.2313651e-01,-2.2823875e+00,-2.6441201e-02,-3.3864074e+00,4.2403816e-01,-1.4212075e+00,-8.2491346e-04,-8.7568685e-02,4.9152845e-01
2.8600000e-01,-2.0000000e+00,0.0000000e+00,-2.2855956e+00,-2.5645543e-02,-2.8942527e+00,4.2909916e-01,-2.2855956e+00,-2.5695438e-02,-2.8942527e+00,4.2998969e-01,-1.4209509e+00,-7.7924814e-04,-9.9728069e-02,4.9157366e-01
2.8800000e-01,-2.0000000e+00,0.0000000e+00,-2.2883324e+00,-2.4887985e-02,-2.4209719e+00,4.3489453e-01,-2.2883324e+00,-2.4923341e-02,-2.4209719e+00,4.3577130e-01,-1.4206888e+00,-8.2070731e-04,-8.7484116e-02,4.9156228e-01
2.9000000e-01,-2.0000000e+00,0.0000000e+00,-2.2906151e+00,-2.4108481e-02,-1.9665473e+00,4.4051652e-01,-2.2906151e+00,-2.4130849e-02,-1.9665473e+00,4.4137729e-01,-1.4204288e+00,-7.7633330e-04,-1.0143985e-01,4.9158326e-01
2.9200000e-01,-2.0000000e+00,0.0000000e+00,-2.2924608e+00,-2.3312438e-02,-1.5308981e+00,4.4596041e-01,-2.2924608e+00,-2.3323221e-02,-1.5308981e+00,4.4680327e-01,-1.4201656e+00,-8.1677093e-04,-9.1503172e-02,4.9155060e-01
2.9400000e-01,-2.0000000e+00,0.0000000e+00,-2.2938866e+00,-2.2504647e-02,-1.1138881e+00,4.5122267e-01,-2.2938866e+00,-2.2505111e-02,-1.1138881e+00,4.5204601e-01,-1.4199064e+00,-7.7365272e-04,-1.0693972e-01,4.9155081e-01
2.9600000e-01,-2.0000000e+00,0.0000000e+00,-2.2949096e+00,-2.1689345e-02,-7.1533287e-01,4.5630084e-01,-2.2949096e+00,-2.1680630e-02,-7.1533287e-01,4.5710332e-01,-1.4196459e+00,-8.1309435e-04,-9.8992394e-02,4.9150013e-01
2.9800000e-01,-2.0000000e+00,0.0000000e+00,-2.2955470e+00,-2.0870272e-02,-3.3500582e-01,4.6119339e-01,-2.2955470e+00,-2.0853408e-02,-3.3500582e-01,4.6197391e-01,-1.4193911e+00,-7.7119677e-04,-1.1562470e-01,4.9148272e-01
3.0000000e-01,-2.0000000e+00,0.0000000e+00,-2.2958154e+00,-2.0050724e-02,2.7356071e-02,4.6589963e-01,-2.2958154e+00,-2.0026637e-02,2.7356071e-02,4.6665729e-01,-1.4191366e+00,-8.0966673e-04,-1.0937885e-01,4.9141698e-01
3.0200000e-01,-2.0000000e+00,0.0000000e+00,-2.2957316e+00,-1.9233599e-02,3.7204727e-01,4.7041958e-01,-2.2957316e+00,-1.9203125e-02,3.7204727e-01,4.7115369e-01,-1.4188892e+00,-7.6895503e-04,-1.2695055e-01,4.9138479e-01
3.0400000e-01,-2.0000000e+00,0.0000000e+00,-2.2953121e+00,-1.8421438e-02,6.9938916e-01,4.7475391e-01,-2.2953121e+00,-1.8385330e-02,6.9938916e-01,4.7546395e-01,-1.4186435e+00,-8.0647658e-04,-1.2214658e-01,4.9130666e-01
3.0600000e-01,-2.0000000e+00,0.0000000e+00,-2.2945730e+00,-1.7616464e-02,1.0097260e+00,4.7890388e-01,-2.2945730e+00,-1.7575403e-02,1.0097260e+00,4.7958946e-01,-1.4184060e+00,-7.6691657e-04,-1.4042821e-01,4.9126225e-01
3.0800000e-01,-2.0000000e+00,0.0000000e+00,-2.2935302e+00,-1.6820615e-02,1.3034215e+00,4.8287121e-01,-2.2935302e+00,-1.6775213e-02,1.3034215e+00,4.8353208e-01,-1.4181714e+00,-8.0351199e-04,-1.3683297e-01,4.9117413e-01
3.1000000e-01,-2.0000000e+00,0.0000000e+00,-2.2921994e+00,-1.6035573e-02,1.5808552e+00,4.8665805e-01,-2.2921994e+00,-1.5986383e-02,1.5808552e+00,4.8729408e-01,-1.4179458e+00,-7.6507007e-04,-1.5562020e-01,4.9111980e-01
3.1200000e-01,-2.0000000e+00,0.0000000e+00,-2.2905958e+00,-1.5262790e-02,1.8424201e+00,4.9026693e-01,-2.2905958e+00,-1.5210312e-02,1.8424201e+00,4.9087810e-01,-1.4177240e+00,-8.0076077e-04,-1.5302524e-01,4.9102383e-01
3.1400000e-01,-2.0000000e+00,0.0000000e+00,-2.2887343e+00,-1.4503515e-02,2.0885197e+00,4.9370071e-01,-2.2887343e+00,-1.4448200e-02,2.0885197e+00,4.9428707e-01,-1.4175120e+00,-7.6340401e-04,-1.7213713e-01,4.9096163e-01
3.1600000e-01,-2.0000000e+00,0.0000000e+00,-2.2866297e+00,-1.3758814e-02,2.3195657e+00,4.9696251e-01,-2.2866297e+00,-1.3701069e-02,2.3195657e+00,4.9752419e-01,-1.4173046e+00,-7.9821066e-04,-1.7035696e-01,4.9085972e-01
3.1800000e-01,-2.0000000e+00,0.0000000e+00,-2.2842959e+00,-1.3029588e-02,2.5359763e+00,5.0005568e-01,-2.2842959e+00,-1.2969782e-02,2.5359763e+00,5.0059290e-01,-1.4171074e+00,-7.6190681e-04,-1.8963425e-01,4.9079146e-01
3.2000000e-01,-2.0000000e+00,0.0000000e+00,-2.2817471e+00,-1.2316590e-02,2.7381740e+00,5.0298379e-01,-2.2817471e+00,-1.2255056e-02,2.7381740e+00,5.0349682e-01,-1.4169154e+00,-7.9584938e-04,-1.8850463e-01,4.9068529e-01
3.2200000e-01,-2.0000000e+00,0.0000000e+00,-2.2789965e+00,-1.1620445e-02,2.9265841e+00,5.0575056e-01,-2.2789965e+00,-1.1557485e-02,2.9265841e+00,5.0623971e-01,-1.4167341e+00,-7.6056698e-04,-2.0780808e-01,4.9061258e-01
3.2400000e-01,-2.0000000e+00,0.0000000e+00,-2.2760573e+00,-1.0941659e-02,3.1016333e+00,5.0835984e-01,-2.2760573e+00,-1.0877544e-02,3.1016333e+00,5.0882548e-01,-1.4165583e+00,-7.9366483e-04,-2.0718440e-01,4.9050364e-01
3.2600000e-01,-2.0000000e+00,0.0000000e+00,-2.2729422e+00,-1.0280633e-02,3.2637484e+00,5.1081560e-01,-2.2729422e+00,-1.0215610e-02,3.2637484e+00,5.1125814e-01,-1.4163934e+00,-7.5937316e-04,-2.2639320e-01,4.9042789e-01
3.2800000e-01,-2.0000000e+00,0.0000000e+00,-2.2696635e+00,-9.6376742e-03,3.4133548e+00,5.1312191e-01,-2.2696635e+00,-9.5719662e-03,3.4133548e+00,5.1354177e-01,-1.4162344e+00,-7.9164510e-04,-2.2614887e-01,4.9031746e-01
3.3000000e-01,-2.0000000e+00,0.0000000e+00,-2.2662332e+00,-9.0130070e-03,3.5508760e+00,5.1528286e-01,-2.2662332e+00,-8.9468156e-03,3.5508760e+00,5.1568053e-01,-1.4160864e+00,-7.5831426e-04,-2.4515909e-01,4.9023991e-01
3.3200000e-01,-2.0000000e+00,0.0000000e+00,-2.2626628e+00,-8.4067808e-03,3.6767325e+00,5.1730265e-01,-2.2626628e+00,-8.3402884e-03,3.6767325e+00,5.1767860e-01,-1.4159445e+00,-7.8977859e-04,-2.4518407e-01,4.9012912e-01
3.3400000e-01,-2.0000000e+00,0.0000000e+00,-2.2589634e+00,-7.8190786e-03,3.7913407e+00,5.1918546e-01,-2.2589634e+00,-7.7524501e-03,3.7913407e+00,5.1954021e-01,-1.4158135e+00,-7.5737948e-04,-2.6390720e-01,4.9005083e-01
3.3600000e-01,-2.0000000e+00,0.0000000e+00,-2.2551458e+00,-7.2499240e-03,3.8951128e+00,5.2093551e-01,-2.2551458e+00,-7.1833084e-03,3.8951128e+00,5.2126958e-01,-1.4156888e+00,-7.8805407e-04,-2.6410651e-01,4.8994065e-01
3.3800000e-01,-2.0000000e+00,0.0000000e+00,-2.2512203e+00,-6.6992883e-03,3.9884554e+00,5.2255702e-01,-2.2512203e+00,-6.6328203e-03,3.9884554e+00,5.2287095e-01,-1.4155750e+00,-7.5655840e-04,-2.8246806e-01,4.8986253e-01
3.4000000e-01,-2.0000000e+00,0.0000000e+00,-2.2471971e+00,-6.1670958e-03,4.0717699e+00,5.2405419e-01,-2.2471971e+00,-6.1008970e-03,4.0717699e+00,5.2434853e-01,-1.4154674e+00,-7.8646070e-04,-2.8276045e-01,4.8975376e-01
3.4200000e-01,-2.0000000e+00,0.0000000e+00,-2.2430858e+00,-5.6532295e-03,4.1454509e+00,5.2543122e-01,-2.2430858e+00,-5.5874095e-03,4.1454509e+00,5.2570652e-01,-1.4153706e+00,-7.5584103e-04,-3.0069863e-01,4.8967659e-01
3.4400000e-01,-2.0000000e+00,0.0000000e+00,-2.2388955e+00,-5.1575357e-03,4.2098870e+00,5.2669227e-01,-2.2388955e+00,-5.0921932e-03,4.2098870e+00,5.2694909e-01,-1.4152798e+00,-7.8498810e-04,-3.0101526e-01,4.8956995e-01
3.4600000e-01,-2.0000000e+00,0.0000000e+00,-2.2346353e+00,-4.6798283e-03,4.2654594e+00,5.2784145e-01,-2.2346353e+00,-4.6150523e-03,4.2654594e+00,5.2808036e-01,-1.4151997e+00,-7.5521780e-04,-3.1847975e-01,4.8949438e-01
3.4800000e-01,-2.0000000e+00,0.0000000e+00,-2.2303136e+00,-4.2198928e-03,4.3125423e+00,5.2888286e-01,-2.2303136e+00,-4.1557631e-03,4.3125423e+00,5.2910442e-01,-1.4151255e+00,-7.8362636e-04,-3.1876297e-01,4.8939042e-01
3.5000000e-01,-2.0000000e+00,0.0000000e+00,-2.2259387e+00,-3.7774898e-03,4.3515021e+00,5.2982052e-01,-2.2259387e+00,-3.7140779e-03,4.3515021e+00,5.3002529e-01,-1.4150617e+00,-7.5467963e-04,-3.3571371e-01,4.8931699e-01
3.5200000e-01,-2.0000000e+00,0.0000000e+00,-2.2215185e+00,-3.3523579e-03,4.3826978e+00,5.3065841e-01,-2.2215185e+00,-3.2897279e-03,4.3826978e+00,5.3084695e-01,-1.4150037e+00,-7.8236607e-04,-3.3591596e-01,4.8921619e-01
3.5400000e-01,-2.0000000e+00,0.0000000e+00,-2.2170604e+00,-2.9442169e-03,4.4064804e+00,5.3140044e-01,-2.2170604e+00,-2.8824258e-03,4.4064804e+00,5.3157331e-01,-1.4149556e+00,-7.5421790e-04,-3.5232208e-01,4.8914534e-01
3.5600000e-01,-2.0000000e+00,0.0000000e+00,-2.2125716e+00,-2.5527701e-03,4.4231926e+00,5.3205046e-01,-2.2125716e+00,-2.4918688e-03,4.4231926e+00,5.3220821e-01,-1.4149132e+00,-7.8119832e-04,-3.5240478e-01,4.8904806e-01
3.5800000e-01,-2.0000000e+00,0.0000000e+00,-2.2080591e+00,-2.1777068e-03,4.4331692e+00,5.3261225e-01,-2.2080591e+00,-2.1177403e-03,4.4331692e+00,5.3275544e-01,-1.4148804e+00,-7.5382452e-04,-3.6824357e-01,4.8898015e-01
3.6000000e-01,-2.0000000e+00,0.0000000e+00,-2.2035293e+00,-1.8187044e-03,4.4367366e+00,5.3308954e-01,-2.2035293e+00,-1.7597122e-03,4.4367366e+00,5.3321869e-01,-1.4148530e+00,-7.8011472e-04,-3.6817613e-01,4.8888669e-01
3.6200000e-01,-2.0000000e+00,0.0000000e+00,-2.1989886e+00,-1.4754300e-03,4.4342130e+00,5.3348594e-01,-2.1989886e+00,-1.4174470e-03,4.4342130e+00,5.3360160e-01,-1.4148349e+00,-7.5349187e-04,-3.8343213e-01,4.8882198e-01
3.6400000e-01,-2.0000000e+00,0.0000000e+00,-2.1944428e+00,-1.1475426e-03,4.4259082e+00,5.3380503e-01,-2.1944428e+00,-1.0905989e-03,4.4259082e+00,5.3390772e-01,-1.4148218e+00,-7.7910739e-04,-3.8319105e-01,4.8873255e-01
