t_s,v_ref,alpha_ref,dec_v,dec_alpha,dec_i,dec_r,dec500_v,dec500_alpha,dec500_i,dec500_r,mimo_v,mimo_alpha,mimo_i,mimo_r
2.6078000e+01,-1.5195000e+00,0.0000000e+00,-1.5083187e+00,6.0058762e-04,-9.9658253e-01,4.8351632e-01,-1.5083187e+00,5.9978142e-04,-9.9658253e-01,4.8349354e-01,-1.4719153e+00,-4.1615931e-05,-7.8176932e-01,4.8521388e-01
2.6080000e+01,-1.5200000e+00,0.0000000e+00,-1.5088374e+00,5.7600542e-04,-1.0066573e+00,4.8338095e-01,-1.5088374e+00,5.7501046e-04,-1.0066573e+00,4.8335888e-01,-1.4722511e+00,-4.1456671e-05,-7.9043624e-01,4.8512211e-01
2.6082000e+01,-1.5205000e+00,0.0000000e+00,-1.5093658e+00,5.5159193e-04,-1.0162127e+00,4.8325116e-01,-1.5093658e+00,5.5043093e-04,-1.0162127e+00,4.8322982e-01,-1.4725950e+00,-4.1357190e-05,-7.9884461e-01,4.8503274e-01
2.6084000e+01,-1.5210000e+00,0.0000000e+00,-1.5099034e+00,5.2741336e-04,-1.0252594e+00,4.8312691e-01,-1.5099034e+00,5.2610680e-04,-1.0252594e+00,4.8310632e-01,-1.4729467e+00,-4.1230208e-05,-8.0701885e-01,4.8494582e-01
2.6086000e+01,-1.5215000e+00,0.0000000e+00,-1.5104498e+00,5.0352733e-04,-1.0338086e+00,4.8300815e-01,-1.5104498e+00,5.0209367e-04,-1.0338086e+00,4.8298830e-01,-1.4733061e+00,-4.1160085e-05,-8.1493341e-01,4.8486133e-01
2.6088000e+01,-1.5220000e+00,0.0000000e+00,-1.5110044e+00,4.7998374e-04,-1.0418723e+00,4.8289481e-01,-1.5110044e+00,4.7843962e-04,-1.0418723e+00,4.8287570e-01,-1.4736729e+00,-4.1061597e-05,-8.2261331e-01,4.8477932e-01
2.6090000e+01,-1.5225000e+00,0.0000000e+00,-1.5115669e+00,4.5682559e-04,-1.0494623e+00,4.8278680e-01,-1.5115669e+00,4.5518602e-04,-1.0494623e+00,4.8276844e-01,-1.4740468e+00,-4.1017149e-05,-8.3003487e-01,4.8469974e-01
2.6092000e+01,-1.5230000e+00,0.0000000e+00,-1.5121367e+00,4.3408970e-04,-1.0565912e+00,4.8268403e-01,-1.5121367e+00,4.3236825e-04,-1.0565912e+00,4.8266642e-01,-1.4744277e+00,-4.0943634e-05,-8.3722353e-01,4.8462264e-01
2.6094000e+01,-1.5235000e+00,0.0000000e+00,-1.5127135e+00,4.1180739e-04,-1.0632716e+00,4.8258642e-01,-1.5127135e+00,4.1001630e-04,-1.0632716e+00,4.8256955e-01,-1.4748154e+00,-4.0921474e-05,-8.4415727e-01,4.8454795e-01
2.6096000e+01,-1.5240000e+00,0.0000000e+00,-1.5132968e+00,3.9000504e-04,-1.0695163e+00,4.8249385e-01,-1.5132968e+00,3.8815534e-04,-1.0695163e+00,4.8247772e-01,-1.4752096e+00,-4.0869694e-05,-8.5086184e-01,4.8447570e-01
2.6098000e+01,-1.5245000e+00,0.0000000e+00,-1.5138861e+00,3.6870461e-04,-1.0753382e+00,4.8240622e-01,-1.5138861e+00,3.6680629e-04,-1.0753382e+00,4.8239081e-01,-1.4756100e+00,-4.0866725e-05,-8.5731666e-01,4.8440583e-01
2.6100000e+01,-1.5250000e+00,0.0000000e+00,-1.5144812e+00,3.4792412e-04,-1.0807504e+00,4.8232340e-01,-1.5144812e+00,3.4598619e-04,-1.0807504e+00,4.8230871e-01,-1.4760165e+00,-4.0833724e-05,-8.6354763e-01,4.8433837e-01
2.6102000e+01,-1.5255000e+00,0.0000000e+00,-1.5150816e+00,3.2767807e-04,-1.0857659e+00,4.8224528e-01,-1.5150816e+00,3.2570868e-04,-1.0857659e+00,4.8223130e-01,-1.4764289e+00,-4.0847139e-05,-8.6953551e-01,4.8427323e-01
2.6104000e+01,-1.5260000e+00,0.0000000e+00,-1.5156870e+00,3.0797782e-04,-1.0903978e+00,4.8217175e-01,-1.5156870e+00,3.0598431e-04,-1.0903978e+00,4.8215845e-01,-1.4768469e+00,-4.0830230e-05,-8.7530621e-01,4.8421043e-01
2.6106000e+01,-1.5265000e+00,0.0000000e+00,-1.5162969e+00,2.8883190e-04,-1.0946588e+00,4.8210266e-01,-1.5162969e+00,2.8682093e-04,-1.0946588e+00,4.8209005e-01,-1.4772703e+00,-4.0857490e-05,-8.8084165e-01,4.8414989e-01
2.6108000e+01,-1.5270000e+00,0.0000000e+00,-1.5169110e+00,2.7024637e-04,-1.0985621e+00,4.8203791e-01,-1.5169110e+00,2.6822393e-04,-1.0985621e+00,4.8202595e-01,-1.4776990e+00,-4.0854246e-05,-8.8616766e-01,4.8409161e-01
2.6110000e+01,-1.5275000e+00,0.0000000e+00,-1.5175290e+00,2.5222503e-04,-1.1021203e+00,4.8197735e-01,-1.5175290e+00,2.5019655e-04,-1.1021203e+00,4.8196604e-01,-1.4781326e+00,-4.0893064e-05,-8.9126717e-01,4.8403552e-01
2.6112000e+01,-1.5280000e+00,0.0000000e+00,-1.5181505e+00,2.3476972e-04,-1.1053462e+00,4.8192086e-01,-1.5181505e+00,2.3274008e-04,-1.1053462e+00,4.8191019e-01,-1.4785711e+00,-4.0901298e-05,-8.9616585e-01,4.8398160e-01
2.6114000e+01,-1.5285000e+00,0.0000000e+00,-1.5187752e+00,2.1788049e-04,-1.1082521e+00,4.8186832e-01,-1.5187752e+00,2.1585411e-04,-1.1082521e+00,4.8185826e-01,-1.4790141e+00,-4.0949623e-05,-9.0084755e-01,4.8392979e-01
2.6116000e+01,-1.5290000e+00,0.0000000e+00,-1.5194029e+00,2.0155585e-04,-1.1108506e+00,4.8181959e-01,-1.5194029e+00,1.9953670e-04,-1.1108506e+00,4.8181013e-01,-1.4794616e+00,-4.0967370e-05,-9.0533765e-01,4.8388006e-01
2.6118000e+01,-1.5295000e+00,0.0000000e+00,-1.5200332e+00,1.8579290e-04,-1.1131536e+00,4.8177454e-01,-1.5200332e+00,1.8378457e-04,-1.1131536e+00,4.8176567e-01,-1.4799133e+00,-4.1023368e-05,-9.0962080e-01,4.8383234e-01
2.6120000e+01,-1.5300000e+00,0.0000000e+00,-1.5206658e+00,1.7058751e-04,-1.1151732e+00,4.8173306e-01,-1.5206658e+00,1.6859322e-04,-1.1151732e+00,4.8172475e-01,-1.4803690e+00,-4.1048871e-05,-9.1372207e-01,4.8378662e-01
2.6122000e+01,-1.5305000e+00,0.0000000e+00,-1.5213005e+00,1.5593449e-04,-1.1169211e+00,4.8169500e-01,-1.5213005e+00,1.5395714e-04,-1.1169211e+00,4.8168724e-01,-1.4808286e+00,-4.1110907e-05,-9.1762680e-01,4.8374280e-01
2.6124000e+01,-1.5310000e+00,0.0000000e+00,-1.5219370e+00,1.4182766e-04,-1.1184089e+00,4.8166025e-01,-1.5219370e+00,1.3986985e-04,-1.1184089e+00,4.8165303e-01,-1.4812919e+00,-4.1142601e-05,-9.2135965e-01,4.8370087e-01
2.6126000e+01,-1.5315000e+00,0.0000000e+00,-1.5225750e+00,1.2826004e-04,-1.1196479e+00,4.8162868e-01,-1.5225750e+00,1.2632410e-04,-1.1196479e+00,4.8162197e-01,-1.4817587e+00,-4.1209223e-05,-9.2490661e-01,4.8366074e-01
2.6128000e+01,-1.5320000e+00,0.0000000e+00,-1.5232143e+00,1.1522390e-04,-1.1206490e+00,4.8160017e-01,-1.5232143e+00,1.1331189e-04,-1.1206490e+00,4.8159396e-01,-1.4822288e+00,-4.1245719e-05,-9.2829187e-01,4.8362241e-01
2.6130000e+01,-1.5325000e+00,0.0000000e+00,-1.5238548e+00,1.0271085e-04,-1.1214232e+00,4.8157460e-01,-1.5238548e+00,1.0082464e-04,-1.1214232e+00,4.8156887e-01,-1.4827021e+00,-4.1315648e-05,-9.3150195e-01,4.8358578e-01
2.6132000e+01,-1.5330000e+00,0.0000000e+00,-1.5244960e+00,9.0711995e-05,-1.1219810e+00,4.8155186e-01,-1.5244960e+00,8.8853216e-05,-1.1219810e+00,4.8154659e-01,-1.4831784e+00,-4.1355720e-05,-9.3456057e-01,4.8355083e-01
2.6134000e+01,-1.5335000e+00,0.0000000e+00,-1.5251380e+00,7.9217928e-05,-1.1223327e+00,4.8153181e-01,-1.5251380e+00,7.7388038e-05,-1.1223327e+00,4.8152699e-01,-1.4836575e+00,-4.1427828e-05,-9.3745472e-01,4.8351748e-01
2.6136000e+01,-1.5340000e+00,0.0000000e+00,-1.5257803e+00,6.8218854e-05,-1.1224884e+00,4.8151436e-01,-1.5257803e+00,6.6419133e-05,-1.1224884e+00,4.8150997e-01,-1.4841394e+00,-4.1470400e-05,-9.4020759e-01,4.8348572e-01
2.6138000e+01,-1.5345000e+00,0.0000000e+00,-1.5264230e+00,5.7704633e-05,-1.1224580e+00,4.8149938e-01,-1.5264230e+00,5.5936201e-05,-1.1224580e+00,4.8149541e-01,-1.4846239e+00,-4.1543705e-05,-9.4280659e-01,4.8345544e-01
2.6140000e+01,-1.5350000e+00,0.0000000e+00,-1.5270656e+00,4.7664842e-05,-1.1222509e+00,4.8148677e-01,-1.5270656e+00,4.5928671e-05,-1.1222509e+00,4.8148320e-01,-1.4851108e+00,-4.1587837e-05,-9.4527434e-01,4.8342665e-01
2.6142000e+01,-1.5355000e+00,0.0000000e+00,-1.5277082e+00,3.8088822e-05,-1.1218765e+00,4.8147642e-01,-1.5277082e+00,3.6385752e-05,-1.1218765e+00,4.8147323e-01,-1.4856000e+00,-4.1661486e-05,-9.4759864e-01,4.8339925e-01
2.6144000e+01,-1.5360000e+00,0.0000000e+00,-1.5283506e+00,2.8965729e-05,-1.1213438e+00,4.8146823e-01,-1.5283506e+00,2.7296474e-05,-1.1213438e+00,4.8146540e-01,-1.4860914e+00,-4.1706365e-05,-9.4980152e-01,4.8337322e-01
2.6146000e+01,-1.5365000e+00,0.0000000e+00,-1.5289925e+00,2.0284574e-05,-1.1206615e+00,4.8146209e-01,-1.5289925e+00,1.8649735e-05,-1.1206615e+00,4.8145961e-01,-1.4865848e+00,-4.1779624e-05,-9.5187110e-01,4.8334848e-01
2.6148000e+01,-1.5370000e+00,0.0000000e+00,-1.5296338e+00,1.2034259e-05,-1.1198383e+00,4.8145791e-01,-1.5296338e+00,1.0434332e-05,-1.1198383e+00,4.8145576e-01,-1.4870801e+00,-4.1824550e-05,-9.5382881e-01,4.8332502e-01
2.6150000e+01,-1.5375000e+00,0.0000000e+00,-1.5302745e+00,4.2036148e-06,-1.1188824e+00,4.8145558e-01,-1.5302745e+00,2.6389998e-06,-1.1188824e+00,4.8145375e-01,-1.4875773e+00,-4.1896794e-05,-9.5566306e-01,4.8330276e-01
2.6152000e+01,-1.5380000e+00,0.0000000e+00,-1.5309143e+00,-3.2185724e-06,-1.1178018e+00,4.8145501e-01,-1.5309143e+00,-4.7475644e-06,-1.1178018e+00,4.8145349e-01,-1.4880762e+00,-4.1941171e-05,-9.5739468e-01,4.8328168e-01
2.6154000e+01,-1.5385000e+00,0.0000000e+00,-1.5315531e+00,-1.0243530e-05,-1.1166043e+00,4.8145611e-01,-1.5315531e+00,-1.1736669e-05,-1.1166043e+00,4.8145488e-01,-1.4885766e+00,-4.2011873e-05,-9.5901234e-01,4.8326169e-01
2.6156000e+01,-1.5390000e+00,0.0000000e+00,-1.5321909e+00,-1.6882473e-05,-1.1152973e+00,4.8145878e-01,-1.5321909e+00,-1.8339607e-05,-1.1152973e+00,4.8145784e-01,-1.4890785e+00,-4.2055200e-05,-9.6053624e-01,4.8324280e-01
2.6158000e+01,-1.5395000e+00,0.0000000e+00,-1.5328275e+00,-2.3146588e-05,-1.1138882e+00,4.8146295e-01,-1.5328275e+00,-2.4567630e-05,-1.1138882e+00,4.8146227e-01,-1.4895819e+00,-4.2123921e-05,-9.6195528e-01,4.8322491e-01
2.6160000e+01,-1.5400000e+00,0.0000000e+00,-1.5334628e+00,-2.9047004e-05,-1.1123840e+00,4.8146853e-01,-1.5334628e+00,-3.0431935e-05,-1.1123840e+00,4.8146810e-01,-1.4900865e+00,-4.2165781e-05,-9.6328904e-01,4.8320802e-01
2.6162000e+01,-1.5405000e+00,0.0000000e+00,-1.5340967e+00,-3.4594779e-05,-1.1107915e+00,4.8147543e-01,-1.5340967e+00,-3.5943637e-05,-1.1107915e+00,4.8147524e-01,-1.4905923e+00,-4.2232163e-05,-9.6452663e-01,4.8319205e-01
2.6164000e+01,-1.5410000e+00,0.0000000e+00,-1.5347292e+00,-3.9800885e-05,-1.1091171e+00,4.8148358e-01,-1.5347292e+00,-4.1113763e-05,-1.1091171e+00,4.8148361e-01,-1.4910993e+00,-4.2272216e-05,-9.6568701e-01,4.8317700e-01
2.6166000e+01,-1.5415000e+00,0.0000000e+00,-1.5353601e+00,-4.4676190e-05,-1.1073673e+00,4.8149289e-01,-1.5353601e+00,-4.5953230e-05,-1.1073673e+00,4.8149314e-01,-1.4916073e+00,-4.2335972e-05,-9.6675949e-01,4.8316278e-01
2.6168000e+01,-1.5420000e+00,0.0000000e+00,-1.5359893e+00,-4.9231445e-05,-1.1055481e+00,4.8150329e-01,-1.5359893e+00,-5.0472837e-05,-1.1055481e+00,4.8150375e-01,-1.4921163e+00,-4.2373944e-05,-9.6776240e-01,4.8314940e-01
2.6170000e+01,-1.5425000e+00,0.0000000e+00,-1.5366169e+00,-5.3477274e-05,-1.1036654e+00,4.8151472e-01,-1.5366169e+00,-5.4683248e-05,-1.1036654e+00,4.8151537e-01,-1.4926261e+00,-4.2434851e-05,-9.6868522e-01,4.8313678e-01
2.6172000e+01,-1.5430000e+00,0.0000000e+00,-1.5372427e+00,-5.7424162e-05,-1.1017249e+00,4.8152710e-01,-1.5372427e+00,-5.8594989e-05,-1.1017249e+00,4.8152792e-01,-1.4931368e+00,-4.2470532e-05,-9.6954569e-01,4.8312491e-01
2.6174000e+01,-1.5435000e+00,0.0000000e+00,-1.5378666e+00,-6.1082449e-05,-1.0997319e+00,4.8154036e-01,-1.5378666e+00,-6.2218432e-05,-1.0997319e+00,4.8154136e-01,-1.4936482e+00,-4.2528423e-05,-9.7033343e-01,4.8311373e-01
2.6176000e+01,-1.5440000e+00,0.0000000e+00,-1.5384887e+00,-6.4462314e-05,-1.0976916e+00,4.8155444e-01,-1.5384887e+00,-6.5563794e-05,-1.0976916e+00,4.8155559e-01,-1.4941603e+00,-4.2561655e-05,-9.7106559e-01,4.8310323e-01
2.6178000e+01,-1.5445000e+00,0.0000000e+00,-1.5391089e+00,-6.7573778e-05,-1.0956092e+00,4.8156927e-01,-1.5391089e+00,-6.8641121e-05,-1.0956092e+00,4.8157058e-01,-1.4946730e+00,-4.2616414e-05,-9.7173194e-01,4.8309335e-01
2.6180000e+01,-1.5450000e+00,0.0000000e+00,-1.5397271e+00,-7.0426689e-05,-1.0934893e+00,4.8158480e-01,-1.5397271e+00,-7.1460290e-05,-1.0934893e+00,4.8158624e-01,-1.4951862e+00,-4.2647085e-05,-9.7234904e-01,4.8308408e-01
2.6182000e+01,-1.5455000e+00,0.0000000e+00,-1.5403432e+00,-7.3030720e-05,-1.0913365e+00,4.8160097e-01,-1.5403432e+00,-7.4031001e-05,-1.0913365e+00,4.8160254e-01,-1.4957000e+00,-4.2698639e-05,-9.7290681e-01,4.8307537e-01
2.6184000e+01,-1.5460000e+00,0.0000000e+00,-1.5409574e+00,-7.5395367e-05,-1.0891554e+00,4.8161771e-01,-1.5409574e+00,-7.6362768e-05,-1.0891554e+00,4.8161941e-01,-1.4962143e+00,-4.2726680e-05,-9.7342123e-01,4.8306720e-01
2.6186000e+01,-1.5465000e+00,0.0000000e+00,-1.5415694e+00,-7.7529937e-05,-1.0869501e+00,4.8163499e-01,-1.5415694e+00,-7.8464923e-05,-1.0869501e+00,4.8163679e-01,-1.4967289e+00,-4.2774995e-05,-9.7388235e-01,4.8305953e-01
2.6188000e+01,-1.5470000e+00,0.0000000e+00,-1.5421793e+00,-7.9443555e-05,-1.0847246e+00,4.8165273e-01,-1.5421793e+00,-8.0346606e-05,-1.0847246e+00,4.8165464e-01,-1.4972439e+00,-4.2800374e-05,-9.7430559e-01,4.8305235e-01
2.6190000e+01,-1.5475000e+00,0.0000000e+00,-1.5427871e+00,-8.1145151e-05,-1.0824827e+00,4.8167090e-01,-1.5427871e+00,-8.2016765e-05,-1.0824827e+00,4.8167291e-01,-1.4977592e+00,-4.2845448e-05,-9.7468113e-01,4.8304561e-01
2.6192000e+01,-1.5480000e+00,0.0000000e+00,-1.5433928e+00,-8.2643466e-05,-1.0802283e+00,4.8168945e-01,-1.5433928e+00,-8.3484155e-05,-1.0802283e+00,4.8169154e-01,-1.4982748e+00,-4.2868160e-05,-9.7502386e-01,4.8303929e-01
2.6194000e+01,-1.5485000e+00,0.0000000e+00,-1.5439963e+00,-8.3947043e-05,-1.0779647e+00,4.8170833e-01,-1.5439963e+00,-8.4757334e-05,-1.0779647e+00,4.8171050e-01,-1.4987906e+00,-4.2910020e-05,-9.7532407e-01,4.8303337e-01
2.6196000e+01,-1.5490000e+00,0.0000000e+00,-1.5445976e+00,-8.5064232e-05,-1.0756953e+00,4.8172750e-01,-1.5445976e+00,-8.5844662e-05,-1.0756953e+00,4.8172974e-01,-1.4993066e+00,-4.2930091e-05,-9.7559613e-01,4.8302782e-01
2.6198000e+01,-1.5495000e+00,0.0000000e+00,-1.5451967e+00,-8.6003185e-05,-1.0734232e+00,4.8174691e-01,-1.5451967e+00,-8.6754300e-05,-1.0734232e+00,4.8174922e-01,-1.4998228e+00,-4.2968786e-05,-9.7583046e-01,4.8302261e-01
2.6200000e+01,-1.5500000e+00,0.0000000e+00,-1.5457936e+00,-8.6771856e-05,-1.0711515e+00,4.8176652e-01,-1.5457936e+00,-8.7494214e-05,-1.0711515e+00,4.8176889e-01,-1.5003392e+00,-4.2986262e-05,-9.7604091e-01,4.8301774e-01
2.6202000e+01,-1.5505000e+00,0.0000000e+00,-1.5463883e+00,-8.7378004e-05,-1.0688831e+00,4.8178631e-01,-1.5463883e+00,-8.8072166e-05,-1.0688831e+00,4.8178873e-01,-1.5008556e+00,-4.3021864e-05,-9.7621803e-01,4.8301316e-01
2.6204000e+01,-1.5510000e+00,0.0000000e+00,-1.5469808e+00,-8.7829188e-05,-1.0666205e+00,4.8180622e-01,-1.5469808e+00,-8.8495724e-05,-1.0666205e+00,4.8180869e-01,-1.5013721e+00,-4.3036810e-05,-9.7637516e-01,4.8300887e-01
2.6206000e+01,-1.5515000e+00,0.0000000e+00,-1.5475712e+00,-8.8132770e-05,-1.0643665e+00,4.8182623e-01,-1.5475712e+00,-8.8772256e-05,-1.0643665e+00,4.8182874e-01,-1.5018886e+00,-4.3069404e-05,-9.7650299e-01,4.8300484e-01
2.6208000e+01,-1.5520000e+00,0.0000000e+00,-1.5481593e+00,-8.8295918e-05,-1.0621234e+00,4.8184630e-01,-1.5481593e+00,-8.8908932e-05,-1.0621234e+00,4.8184884e-01,-1.5024052e+00,-4.3081900e-05,-9.7661440e-01,4.8300105e-01
2.6210000e+01,-1.5525000e+00,0.0000000e+00,-1.5487452e+00,-8.8325603e-05,-1.0598935e+00,4.8186640e-01,-1.5487452e+00,-8.8912727e-05,-1.0598935e+00,4.8186897e-01,-1.5029218e+00,-4.3111588e-05,-9.7670017e-01,4.8299749e-01
2.6212000e+01,-1.5530000e+00,0.0000000e+00,-1.5493290e+00,-8.8228603e-05,-1.0576790e+00,4.8188650e-01,-1.5493290e+00,-8.8790420e-05,-1.0576790e+00,4.8188909e-01,-1.5034383e+00,-4.3121726e-05,-9.7677273e-01,4.8299413e-01
2.6214000e+01,-1.5535000e+00,0.0000000e+00,-1.5499106e+00,-8.8011502e-05,-1.0554818e+00,4.8190658e-01,-1.5499106e+00,-8.8548597e-05,-1.0554818e+00,4.8190919e-01,-1.5039549e+00,-4.3148619e-05,-9.7682301e-01,4.8299096e-01
2.6216000e+01,-1.5540000e+00,0.0000000e+00,-1.5504901e+00,-8.7680696e-05,-1.0533039e+00,4.8192659e-01,-1.5504901e+00,-8.8193653e-05,-1.0533039e+00,4.8192922e-01,-1.5044713e+00,-4.3156501e-05,-9.7686297e-01,4.8298797e-01
2.6218000e+01,-1.5545000e+00,0.0000000e+00,-1.5510674e+00,-8.7242388e-05,-1.0511471e+00,4.8194653e-01,-1.5510674e+00,-8.7731793e-05,-1.0511471e+00,4.8194916e-01,-1.5049877e+00,-4.3180717e-05,-9.7688367e-01,4.8298514e-01
2.6220000e+01,-1.5550000e+00,0.0000000e+00,-1.5516426e+00,-8.6702596e-05,-1.0490130e+00,4.8196636e-01,-1.5516426e+00,-8.7169032e-05,-1.0490130e+00,4.8196900e-01,-1.5055040e+00,-4.3186453e-05,-9.7689666e-01,4.8298246e-01
2.6222000e+01,-1.5555000e+00,0.0000000e+00,-1.5522157e+00,-8.6067154e-05,-1.0469032e+00,4.8198607e-01,-1.5522157e+00,-8.6511202e-05,-1.0469032e+00,4.8198871e-01,-1.5060203e+00,-4.3208117e-05,-9.7689313e-01,4.8297990e-01
2.6224000e+01,-1.5560000e+00,0.0000000e+00,-1.5527867e+00,-8.5341712e-05,-1.0448191e+00,4.8200562e-01,-1.5527867e+00,-8.5763950e-05,-1.0448191e+00,4.8200826e-01,-1.5065364e+00,-4.3211820e-05,-9.7688421e-01,4.8297747e-01
2.6226000e+01,-1.5565000e+00,0.0000000e+00,-1.5533557e+00,-8.4531739e-05,-1.0427620e+00,4.8202501e-01,-1.5533557e+00,-8.4932744e-05,-1.0427620e+00,4.8202764e-01,-1.5070523e+00,-4.3231060e-05,-9.7686122e-01,4.8297513e-01
2.6228000e+01,-1.5570000e+00,0.0000000e+00,-1.5539226e+00,-8.3642527e-05,-1.0407332e+00,4.8204421e-01,-1.5539226e+00,-8.4022871e-05,-1.0407332e+00,4.8204683e-01,-1.5075682e+00,-4.3232849e-05,-9.7683491e-01,4.8297290e-01
2.6230000e+01,-1.5575000e+00,0.0000000e+00,-1.5544875e+00,-8.2679194e-05,-1.0387339e+00,4.8206320e-01,-1.5544875e+00,-8.3039444e-05,-1.0387339e+00,4.8206581e-01,-1.5080839e+00,-4.3249796e-05,-9.7679672e-01,4.8297075e-01
2.6232000e+01,-1.5580000e+00,0.0000000e+00,-1.5550505e+00,-8.1646685e-05,-1.0367650e+00,4.8208197e-01,-1.5550505e+00,-8.1987403e-05,-1.0367650e+00,4.8208456e-01,-1.5085995e+00,-4.3249790e-05,-9.7675703e-01,4.8296868e-01
2.6234000e+01,-1.5585000e+00,0.0000000e+00,-1.5556114e+00,-8.0549773e-05,-1.0348276e+00,4.8210050e-01,-1.5556114e+00,-8.0871517e-05,-1.0348276e+00,4.8210307e-01,-1.5091149e+00,-4.3264575e-05,-9.7670743e-01,4.8296667e-01
2.6236000e+01,-1.5590000e+00,0.0000000e+00,-1.5561705e+00,-7.9393067e-05,-1.0329224e+00,4.8211878e-01,-1.5561705e+00,-7.9696389e-05,-1.0329224e+00,4.8212133e-01,-1.5096301e+00,-4.3262893e-05,-9.7665793e-01,4.8296472e-01
2.6238000e+01,-1.5595000e+00,0.0000000e+00,-1.5567276e+00,-7.8181011e-05,-1.0310504e+00,4.8213679e-01,-1.5567276e+00,-7.8466458e-05,-1.0310504e+00,4.8213932e-01,-1.5101452e+00,-4.3275647e-05,-9.7660025e-01,4.8296281e-01
2.6240000e+01,-1.5600000e+00,0.0000000e+00,-1.5572829e+00,-7.6917889e-05,-1.0292121e+00,4.8215453e-01,-1.5572829e+00,-7.7185999e-05,-1.0292121e+00,4.8215702e-01,-1.5106601e+00,-4.3272409e-05,-9.7654405e-01,4.8296094e-01
2.6242000e+01,-1.5605000e+00,0.0000000e+00,-1.5578363e+00,-7.5607826e-05,-1.0274083e+00,4.8217197e-01,-1.5578363e+00,-7.5859132e-05,-1.0274083e+00,4.8217444e-01,-1.5111749e+00,-4.3283261e-05,-9.7648121e-01,4.8295911e-01
2.6244000e+01,-1.5610000e+00,0.0000000e+00,-1.5583879e+00,-7.4254793e-05,-1.0256394e+00,4.8218911e-01,-1.5583879e+00,-7.4489822e-05,-1.0256394e+00,4.8219155e-01,-1.5116894e+00,-4.3278583e-05,-9.7642106e-01,4.8295730e-01
2.6246000e+01,-1.5615000e+00,0.0000000e+00,-1.5589378e+00,-7.2862610e-05,-1.0239060e+00,4.8220595e-01,-1.5589378e+00,-7.3081878e-05,-1.0239060e+00,4.8220835e-01,-1.5122038e+00,-4.3287659e-05,-9.7635561e-01,4.8295550e-01
2.6248000e+01,-1.5620000e+00,0.0000000e+00,-1.5594858e+00,-7.1434946e-05,-1.0222085e+00,4.8222246e-01,-1.5594858e+00,-7.1638966e-05,-1.0222085e+00,4.8222484e-01,-1.5127180e+00,-4.3281656e-05,-9.7629387e-01,4.8295373e-01
2.6250000e+01,-1.5625000e+00,0.0000000e+00,-1.5600322e+00,-6.9975328e-05,-1.0205472e+00,4.8223865e-01,-1.5600322e+00,-7.0164601e-05,-1.0205472e+00,4.8224099e-01,-1.5132320e+00,-4.3289080e-05,-9.7622801e-01,4.8295195e-01
2.6252000e+01,-1.5630000e+00,0.0000000e+00,-1.5605769e+00,-6.8487139e-05,-1.0189224e+00,4.8225451e-01,-1.5605769e+00,-6.8662161e-05,-1.0189224e+00,4.8225681e-01,-1.5137459e+00,-4.3281863e-05,-9.7616672e-01,4.8295019e-01
2.6254000e+01,-1.5635000e+00,0.0000000e+00,-1.5611199e+00,-6.6973623e-05,-1.0173344e+00,4.8227003e-01,-1.5611199e+00,-6.7134880e-05,-1.0173344e+00,4.8227228e-01,-1.5142595e+00,-4.3287754e-05,-9.7610232e-01,4.8294841e-01
2.6256000e+01,-1.5640000e+00,0.0000000e+00,-1.5616613e+00,-6.5437889e-05,-1.0157834e+00,4.8228520e-01,-1.5616613e+00,-6.5585859e-05,-1.0157834e+00,4.8228741e-01,-1.5147730e+00,-4.3279429e-05,-9.7604323e-01,4.8294663e-01
2.6258000e+01,-1.5645000e+00,0.0000000e+00,-1.5622012e+00,-6.3882912e-05,-1.0142694e+00,4.8230002e-01,-1.5622012e+00,-6.4018066e-05,-1.0142694e+00,4.8230219e-01,-1.5152863e+00,-4.3283902e-05,-9.7598189e-01,4.8294484e-01
2.6260000e+01,-1.5650000e+00,0.0000000e+00,-1.5627394e+00,-6.2311541e-05,-1.0127925e+00,4.8231448e-01,-1.5627394e+00,-6.2434339e-05,-1.0127925e+00,4.8231661e-01,-1.5157994e+00,-4.3274573e-05,-9.7592645e-01,4.8294303e-01
2.6262000e+01,-1.5655000e+00,0.0000000e+00,-1.5632762e+00,-6.0726495e-05,-1.0113528e+00,4.8232859e-01,-1.5632762e+00,-6.0837390e-05,-1.0113528e+00,4.8233068e-01,-1.5163123e+00,-4.3277738e-05,-9.7586951e-01,4.8294120e-01
2.6264000e+01,-1.5660000e+00,0.0000000e+00,-1.5638115e+00,-5.9130373e-05,-1.0099503e+00,4.8234234e-01,-1.5638115e+00,-5.9229807e-05,-1.0099503e+00,4.8234438e-01,-1.5168250e+00,-4.3267502e-05,-9.7581894e-01,4.8293936e-01
2.6266000e+01,-1.5665000e+00,0.0000000e+00,-1.5643453e+00,-5.7525652e-05,-1.0085849e+00,4.8235572e-01,-1.5643453e+00,-5.7614060e-05,-1.0085849e+00,4.8235771e-01,-1.5173376e+00,-4.3269464e-05,-9.7576750e-01,4.8293748e-01
2.6268000e+01,-1.5670000e+00,0.0000000e+00,-1.5648777e+00,-5.5914694e-05,-1.0072564e+00,4.8236874e-01,-1.5648777e+00,-5.5992501e-05,-1.0072564e+00,4.8237068e-01,-1.5178500e+00,-4.3258415e-05,-9.7572280e-01,4.8293558e-01
