t_s,step_ref,step_alpha_youlah,step_alpha_pi,step_r_cmd,ramp_ref,ramp_alpha
6.3120,nan,nan,nan,nan,0.800000,0.800000
6.3130,nan,nan,nan,nan,0.800000,0.800000
6.3140,nan,nan,nan,nan,0.800000,0.800000
6.3150,nan,nan,nan,nan,0.800000,0.800000
6.3160,nan,nan,nan,nan,0.800000,0.800000
6.3170,nan,nan,nan,nan,0.800000,0.800000
6.3180,nan,nan,nan,nan,0.800000,0.800000
6.3190,nan,nan,nan,nan,0.800000,0.800000
6.3200,nan,nan,nan,nan,0.800000,0.800000
6.3210,nan,nan,nan,nan,0.800000,0.800000
6.3220,nan,nan,nan,nan,0.800000,0.800000
6.3230,nan,nan,nan,nan,0.800000,0.800000
6.3240,nan,nan,nan,nan,0.800000,0.800000
6.3250,nan,nan,nan,nan,0.800000,0.800000
6.3260,nan,nan,nan,nan,0.800000,0.800000
6.3270,nan,nan,nan,nan,0.800000,0.800000
6.3280,nan,nan,nan,nan,0.800000,0.800000
6.3290,nan,nan,nan,nan,0.800000,0.800000
6.3300,nan,nan,nan,nan,0.800000,0.800000
6.3310,nan,nan,nan,nan,0.800000,0.800000
6.3320,nan,nan,nan,nan,0.800000,0.800000
6.3330,nan,nan,nan,nan,0.800000,0.800000
6.3340,nan,nan,nan,nan,0.800000,0.800000
6.3350,nan,nan,nan,nan,0.800000,0.800000
6.3360,nan,nan,nan,nan,0.800000,0.800000
6.3370,nan,nan,nan,nan,0.800000,0.800000
6.3380,nan,nan,nan,nan,0.800000,0.800000
6.3390,nan,nan,nan,nan,0.800000,0.800000
6.3400,nan,nan,nan,nan,0.800000,0.800000
6.3410,nan,nan,nan,nan,0.800000,0.800000
6.3420,nan,nan,nan,nan,0.800000,0.800000
6.3430,nan,nan,nan,nan,0.800000,0.800000
6.3440,nan,nan,nan,nan,0.800000,0.800000
6.3450,nan,nan,nan,nan,0.800000,0.800000
6.3460,nan,nan,nan,nan,0.800000,0.800000
6.3470,nan,nan,nan,nan,0.800000,0.800000
6.3480,nan,nan,nan,nan,0.800000,0.800000
6.3490,nan,nan,nan,nan,0.800000,0.800000
6.3500,nan,nan,nan,nan,0.800000,0.800000
6.3510,nan,nan,nan,nan,0.800000,0.800000
6.3520,nan,nan,nan,nan,0.800000,0.800000
6.3530,nan,nan,nan,nan,0.800000,0.800000
6.3540,nan,nan,nan,nan,0.800000,0.800000
6.3550,nan,nan,nan,nan,0.800000,0.800000
6.3560,nan,nan,nan,nan,0.800000,0.800000
6.3570,nan,nan,nan,nan,0.800000,0.800000
6.3580,nan,nan,nan,nan,0.800000,0.800000
6.3590,nan,nan,nan,nan,0.800000,0.800000
6.3600,nan,nan,nan,nan,0.800000,0.800000
6.3610,nan,nan,nan,nan,0.800000,0.800000
6.3620,nan,nan,nan,nan,0.800000,0.800000
6.3630,nan,nan,nan,nan,0.800000,0.800000
6.3640,nan,nan,nan,nan,0.800000,0.800000
6.3650,nan,nan,nan,nan,0.800000,0.800000
6.3660,nan,nan,nan,nan,0.800000,0.800000
6.3670,nan,nan,nan,nan,0.800000,0.800000
6.3680,nan,nan,nan,nan,0.800000,0.800000
6.3690,nan,nan,nan,nan,0.800000,0.800000
6.3700,nan,nan,nan,nan,0.800000,0.800000
6.3710,nan,nan,nan,nan,0.800000,0.800000
6.3720,nan,nan,nan,nan,0.800000,0.800000
6.3730,nan,nan,nan,nan,0.800000,0.800000
6.3740,nan,nan,nan,nan,0.800000,0.800000
6.3750,nan,nan,nan,nan,0.800000,0.800000
6.3760,nan,nan,nan,nan,0.800000,0.800000
6.3770,nan,nan,nan,nan,0.800000,0.800000
6.3780,nan,nan,nan,nan,0.800000,0.800000
6.3790,nan,nan,nan,nan,0.800000,0.800000
6.3800,nan,nan,nan,nan,0.800000,0.800000
6.3810,nan,nan,nan,nan,0.800000,0.800000
6.3820,nan,nan,nan,nan,0.800000,0.800000
6.3830,nan,nan,nan,nan,0.800000,0.800000
6.3840,nan,nan,nan,nan,0.800000,0.800000
6.3850,nan,nan,nan,nan,0.800000,0.800000
6.3860,nan,nan,nan,nan,0.800000,0.800000
6.3870,nan,nan,nan,nan,0.800000,0.800000
6.3880,nan,nan,nan,nan,0.800000,0.800000
6.3890,nan,nan,nan,nan,0.800000,0.800000
6.3900,nan,nan,nan,nan,0.800000,0.800000
6.3910,nan,nan,nan,nan,0.800000,0.800000
6.3920,nan,nan,nan,nan,0.800000,0.800000
6.3930,nan,nan,nan,nan,0.800000,0.800000
6.3940,nan,nan,nan,nan,0.800000,0.800000
6.3950,nan,nan,nan,nan,0.800000,0.800000
6.3960,nan,nan,nan,nan,0.800000,0.800000
6.3970,nan,nan,nan,nan,0.800000,0.800000
6.3980,nan,nan,nan,nan,0.800000,0.800000
6.3990,nan,nan,nan,nan,0.800000,0.800000
6.4000,nan,nan,nan,nan,0.800000,0.800000
6.4010,nan,nan,nan,nan,0.800000,0.800000
6.4020,nan,nan,nan,nan,0.800000,0.800000
6.4030,nan,nan,nan,nan,0.800000,0.800000
6.4040,nan,nan,nan,nan,0.800000,0.800000
6.4050,nan,nan,nan,nan,0.800000,0.800000
6.4060,nan,nan,nan,nan,0.800000,0.800000
6.4070,nan,nan,nan,nan,0.800000,0.800000
6.4080,nan,nan,nan,nan,0.800000,0.800000
6.4090,nan,nan,nan,nan,0.800000,0.800000
6.4100,nan,nan,nan,nan,0.800000,0.800000
6.4110,nan,nan,nan,nan,0.800000,0.800000
6.4120,nan,nan,nan,nan,0.800000,0.800000
6.4130,nan,nan,nan,nan,0.800000,0.800000
6.4140,nan,nan,nan,nan,0.800000,0.800000
6.4150,nan,nan,nan,nan,0.800000,0.800000
6.4160,nan,nan,nan,nan,0.800000,0.800000
6.4170,nan,nan,nan,nan,0.800000,0.800000
6.4180,nan,nan,nan,nan,0.800000,0.800000
6.4190,nan,nan,nan,nan,0.800000,0.800000
6.4200,nan,nan,nan,nan,0.800000,0.800000
6.4210,nan,nan,nan,nan,0.800000,0.800000
6.4220,nan,nan,nan,nan,0.800000,0.800000
6.4230,nan,nan,nan,nan,0.800000,0.800000
6.4240,nan,nan,nan,nan,0.800000,0.800000
6.4250,nan,nan,nan,nan,0.800000,0.800000
6.4260,nan,nan,nan,nan,0.800000,0.800000
6.4270,nan,nan,nan,nan,0.800000,0.800000
6.4280,nan,nan,nan,nan,0.800000,0.800000
6.4290,nan,nan,nan,nan,0.800000,0.800000
6.4300,nan,nan,nan,nan,0.800000,0.800000
6.4310,nan,nan,nan,nan,0.800000,0.800000
6.4320,nan,nan,nan,nan,0.800000,0.800000
6.4330,nan,nan,nan,nan,0.800000,0.800000
6.4340,nan,nan,nan,nan,0.800000,0.800000
6.4350,nan,nan,nan,nan,0.800000,0.800000
6.4360,nan,nan,nan,nan,0.800000,0.800000
6.4370,nan,nan,nan,nan,0.800000,0.800000
6.4380,nan,nan,nan,nan,0.800000,0.800000
6.4390,nan,nan,nan,nan,0.800000,0.800000
6.4400,nan,nan,nan,nan,0.800000,0.800000
6.4410,nan,nan,nan,nan,0.800000,0.800000
6.4420,nan,nan,nan,nan,0.800000,0.800000
6.4430,nan,nan,nan,nan,0.800000,0.800000
6.4440,nan,nan,nan,nan,0.800000,0.800000
6.4450,nan,nan,nan,nan,0.800000,0.800000
6.4460,nan,nan,nan,nan,0.800000,0.800000
6.4470,nan,nan,nan,nan,0.800000,0.800000
6.4480,nan,nan,nan,nan,0.800000,0.800000
6.4490,nan,nan,nan,nan,0.800000,0.800000
6.4500,nan,nan,nan,nan,0.800000,0.800000
6.4510,nan,nan,nan,nan,0.800000,0.800000
6.4520,nan,nan,nan,nan,0.800000,0.800000
6.4530,nan,nan,nan,nan,0.800000,0.800000
6.4540,nan,nan,nan,nan,0.800000,0.800000
6.4550,nan,nan,nan,nan,0.800000,0.800000
6.4560,nan,nan,nan,nan,0.800000,0.800000
6.4570,nan,nan,nan,nan,0.800000,0.800000
6.4580,nan,nan,nan,nan,0.800000,0.800000
6.4590,nan,nan,nan,nan,0.800000,0.800000
6.4600,nan,nan,nan,nan,0.800000,0.800000
6.4610,nan,nan,nan,nan,0.800000,0.800000
6.4620,nan,nan,nan,nan,0.800000,0.800000
6.4630,nan,nan,nan,nan,0.800000,0.800000
6.4640,nan,nan,nan,nan,0.800000,0.800000
6.4650,nan,nan,nan,nan,0.800000,0.800000
6.4660,nan,nan,nan,nan,0.800000,0.800000
6.4670,nan,nan,nan,nan,0.800000,0.800000
6.4680,nan,nan,nan,nan,0.800000,0.800000
6.4690,nan,nan,nan,nan,0.800000,0.800000
6.4700,nan,nan,nan,nan,0.800000,0.800000
6.4710,nan,nan,nan,nan,0.800000,0.800000
6.4720,nan,nan,nan,nan,0.800000,0.800000
6.4730,nan,nan,nan,nan,0.800000,0.800000
6.4740,nan,nan,nan,nan,0.800000,0.800000
6.4750,nan,nan,nan,nan,0.800000,0.800000
6.4760,nan,nan,nan,nan,0.800000,0.800000
6.4770,nan,nan,nan,nan,0.800000,0.800000
6.4780,nan,nan,nan,nan,0.800000,0.800000
6.4790,nan,nan,nan,nan,0.800000,0.800000
6.4800,nan,nan,nan,nan,0.800000,0.800000
6.4810,nan,nan,nan,nan,0.800000,0.800000
6.4820,nan,nan,nan,nan,0.800000,0.800000
6.4830,nan,nan,nan,nan,0.800000,0.800000
6.4840,nan,nan,nan,nan,0.800000,0.800000
6.4850,nan,nan,nan,nan,0.800000,0.800000
6.4860,nan,nan,nan,nan,0.800000,0.800000
6.4870,nan,nan,nan,nan,0.800000,0.800000
6.4880,nan,nan,nan,nan,0.800000,0.800000
6.4890,nan,nan,nan,nan,0.800000,0.800000
6.4900,nan,nan,nan,nan,0.800000,0.800000
6.4910,nan,nan,nan,nan,0.800000,0.800000
6.4920,nan,nan,nan,nan,0.800000,0.800000
6.4930,nan,nan,nan,nan,0.800000,0.800000
6.4940,nan,nan,nan,nan,0.800000,0.800000
6.4950,nan,nan,nan,nan,0.800000,0.800000
6.4960,nan,nan,nan,nan,0.800000,0.800000
6.4970,nan,nan,nan,nan,0.800000,0.800000
6.4980,nan,nan,nan,nan,0.800000,0.800000
6.4990,nan,nan,nan,nan,0.800000,0.800000
6.5000,nan,nan,nan,nan,0.800000,0.800000
6.5010,nan,nan,nan,nan,0.800000,0.800000
6.5020,nan,nan,nan,nan,0.800000,0.800000
6.5030,nan,nan,nan,nan,0.800000,0.800000
6.5040,nan,nan,nan,nan,0.800000,0.800000
6.5050,nan,nan,nan,nan,0.800000,0.800000
6.5060,nan,nan,nan,nan,0.800000,0.800000
6.5070,nan,nan,nan,nan,0.800000,0.800000
6.5080,nan,nan,nan,nan,0.800000,0.800000
6.5090,nan,nan,nan,nan,0.800000,0.800000
6.5100,nan,nan,nan,nan,0.800000,0.800000
6.5110,nan,nan,nan,nan,0.800000,0.800000
6.5120,nan,nan,nan,nan,0.800000,0.800000
6.5130,nan,nan,nan,nan,0.800000,0.800000
6.5140,nan,nan,nan,nan,0.800000,0.800000
6.5150,nan,nan,nan,nan,0.800000,0.800000
6.5160,nan,nan,nan,nan,0.800000,0.800000
6.5170,nan,nan,nan,nan,0.800000,0.800000
6.5180,nan,nan,nan,nan,0.800000,0.800000
6.5190,nan,nan,nan,nan,0.800000,0.800000
6.5200,nan,nan,nan,nan,0.800000,0.800000
6.5210,nan,nan,nan,nan,0.800000,0.800000
6.5220,nan,nan,nan,nan,0.800000,0.800000
6.5230,nan,nan,nan,nan,0.800000,0.800000
6.5240,nan,nan,nan,nan,0.800000,0.800000
6.5250,nan,nan,nan,nan,0.800000,0.800000
6.5260,nan,nan,nan,nan,0.800000,0.800000
6.5270,nan,nan,nan,nan,0.800000,0.800000
6.5280,nan,nan,nan,nan,0.800000,0.800000
6.5290,nan,nan,nan,nan,0.800000,0.800000
6.5300,nan,nan,nan,nan,0.800000,0.800000
6.5310,nan,nan,nan,nan,0.800000,0.800000
6.5320,nan,nan,nan,nan,0.800000,0.800000
6.5330,nan,nan,nan,nan,0.800000,0.800000
6.5340,nan,nan,nan,nan,0.800000,0.800000
6.5350,nan,nan,nan,nan,0.800000,0.800000
6.5360,nan,nan,nan,nan,0.800000,0.800000
6.5370,nan,nan,nan,nan,0.800000,0.800000
6.5380,nan,nan,nan,nan,0.800000,0.800000
6.5390,nan,nan,nan,nan,0.800000,0.800000
6.5400,nan,nan,nan,nan,0.800000,0.800000
6.5410,nan,nan,nan,nan,0.800000,0.800000
6.5420,nan,nan,nan,nan,0.800000,0.800000
6.5430,nan,nan,nan,nan,0.800000,0.800000
6.5440,nan,nan,nan,nan,0.800000,0.800000
6.5450,nan,nan,nan,nan,0.800000,0.800000
6.5460,nan,nan,nan,nan,0.800000,0.800000
6.5470,nan,nan,nan,nan,0.800000,0.800000
6.5480,nan,nan,nan,nan,0.800000,0.800000
6.5490,nan,nan,nan,nan,0.800000,0.800000
6.5500,nan,nan,nan,nan,0.800000,0.800000
6.5510,nan,nan,nan,nan,0.800000,0.800000
6.5520,nan,nan,nan,nan,0.800000,0.800000
6.5530,nan,nan,nan,nan,0.800000,0.800000
6.5540,nan,nan,nan,nan,0.800000,0.800000
6.5550,nan,nan,nan,nan,0.800000,0.800000
6.5560,nan,nan,nan,nan,0.800000,0.800000
6.5570,nan,nan,nan,nan,0.800000,0.800000
6.5580,nan,nan,nan,nan,0.800000,0.800000
6.5590,nan,nan,nan,nan,0.800000,0.800000
6.5600,nan,nan,nan,nan,0.800000,0.800000
6.5610,nan,nan,nan,nan,0.800000,0.800000
6.5620,nan,nan,nan,nan,0.800000,0.800000
6.5630,nan,nan,nan,nan,0.800000,0.800000
6.5640,nan,nan,nan,nan,0.800000,0.800000
6.5650,nan,nan,nan,nan,0.800000,0.800000
6.5660,nan,nan,nan,nan,0.800000,0.800000
6.5670,nan,nan,nan,nan,0.800000,0.800000
6.5680,nan,nan,nan,nan,0.800000,0.800000
6.5690,nan,nan,nan,nan,0.800000,0.800000
6.5700,nan,nan,nan,nan,0.800000,0.800000
6.5710,nan,nan,nan,nan,0.800000,0.800000
6.5720,nan,nan,nan,nan,0.800000,0.800000
6.5730,nan,nan,nan,nan,0.800000,0.800000
6.5740,nan,nan,nan,nan,0.800000,0.800000
6.5750,nan,nan,nan,nan,0.800000,0.800000
6.5760,nan,nan,nan,nan,0.800000,0.800000
6.5770,nan,nan,nan,nan,0.800000,0.800000
6.5780,nan,nan,nan,nan,0.800000,0.800000
6.5790,nan,nan,nan,nan,0.800000,0.800000
6.5800,nan,nan,nan,nan,0.800000,0.800000
6.5810,nan,nan,nan,nan,0.800000,0.800000
6.5820,nan,nan,nan,nan,0.800000,0.800000
6.5830,nan,nan,nan,nan,0.800000,0.800000
6.5840,nan,nan,nan,nan,0.800000,0.800000
6.5850,nan,nan,nan,nan,0.800000,0.800000
6.5860,nan,nan,nan,nan,0.800000,0.800000
6.5870,nan,nan,nan,nan,0.800000,0.800000
6.5880,nan,nan,nan,nan,0.800000,0.800000
6.5890,nan,nan,nan,nan,0.800000,0.800000
6.5900,nan,nan,nan,nan,0.800000,0.800000
6.5910,nan,nan,nan,nan,0.800000,0.800000
6.5920,nan,nan,nan,nan,0.800000,0.800000
6.5930,nan,nan,nan,nan,0.800000,0.800000
6.5940,nan,nan,nan,nan,0.800000,0.800000
6.5950,nan,nan,nan,nan,0.800000,0.800000
6.5960,nan,nan,nan,nan,0.800000,0.800000
6.5970,nan,nan,nan,nan,0.800000,0.800000
6.5980,nan,nan,nan,nan,0.800000,0.800000
6.5990,nan,nan,nan,nan,0.800000,0.800000
6.6000,nan,nan,nan,nan,0.800000,0.800000
6.6010,nan,nan,nan,nan,0.800000,0.800000
6.6020,nan,nan,nan,nan,0.800000,0.800000
6.6030,nan,nan,nan,nan,0.800000,0.800000
6.6040,nan,nan,nan,nan,0.800000,0.800000
6.6050,nan,nan,nan,nan,0.800000,0.800000
6.6060,nan,nan,nan,nan,0.800000,0.800000
6.6070,nan,nan,nan,nan,0.800000,0.800000
6.6080,nan,nan,nan,nan,0.800000,0.800000
6.6090,nan,nan,nan,nan,0.800000,0.800000
6.6100,nan,nan,nan,nan,0.800000,0.800000
6.6110,nan,nan,nan,nan,0.800000,0.800000
6.6120,nan,nan,nan,nan,0.800000,0.800000
6.6130,nan,nan,nan,nan,0.800000,0.800000
6.6140,nan,nan,nan,nan,0.800000,0.800000
6.6150,nan,nan,nan,nan,0.800000,0.800000
6.6160,nan,nan,nan,nan,0.800000,0.800000
6.6170,nan,nan,nan,nan,0.800000,0.800000
6.6180,nan,nan,nan,nan,0.800000,0.800000
6.6190,nan,nan,nan,nan,0.800000,0.800000
6.6200,nan,nan,nan,nan,0.800000,0.800000
6.6210,nan,nan,nan,nan,0.800000,0.800000
6.6220,nan,nan,nan,nan,0.800000,0.800000
6.6230,nan,nan,nan,nan,0.800000,0.800000
6.6240,nan,nan,nan,nan,0.800000,0.800000
6.6250,nan,nan,nan,nan,0.800000,0.800000
6.6260,nan,nan,nan,nan,0.800000,0.800000
6.6270,nan,nan,nan,nan,0.800000,0.800000
6.6280,nan,nan,nan,nan,0.800000,0.800000
6.6290,nan,nan,nan,nan,0.800000,0.800000
6.6300,nan,nan,nan,nan,0.800000,0.800000
6.6310,nan,nan,nan,nan,0.800000,0.800000
6.6320,nan,nan,nan,nan,0.800000,0.800000
6.6330,nan,nan,nan,nan,0.800000,0.800000
6.6340,nan,nan,nan,nan,0.800000,0.800000
6.6350,nan,nan,nan,nan,0.800000,0.800000
6.6360,nan,nan,nan,nan,0.800000,0.800000
6.6370,nan,nan,nan,nan,0.800000,0.800000
6.6380,nan,nan,nan,nan,0.800000,0.800000
6.6390,nan,nan,nan,nan,0.800000,0.800000
6.6400,nan,nan,nan,nan,0.800000,0.800000
6.6410,nan,nan,nan,nan,0.800000,0.800000
6.6420,nan,nan,nan,nan,0.800000,0.800000
6.6430,nan,nan,nan,nan,0.800000,0.800000
6.6440,nan,nan,nan,nan,0.800000,0.800000
6.6450,nan,nan,nan,nan,0.800000,0.800000
6.6460,nan,nan,nan,nan,0.800000,0.800000
6.6470,nan,nan,nan,nan,0.800000,0.800000
6.6480,nan,nan,nan,nan,0.800000,0.800000
6.6490,nan,nan,nan,nan,0.800000,0.800000
6.6500,nan,nan,nan,nan,0.800000,0.800000
6.6510,nan,nan,nan,nan,0.800000,0.800000
6.6520,nan,nan,nan,nan,0.800000,0.800000
6.6530,nan,nan,nan,nan,0.800000,0.800000
6.6540,nan,nan,nan,nan,0.800000,0.800000
6.6550,nan,nan,nan,nan,0.800000,0.800000
6.6560,nan,nan,nan,nan,0.800000,0.800000
6.6570,nan,nan,nan,nan,0.800000,0.800000
6.6580,nan,nan,nan,nan,0.800000,0.800000
6.6590,nan,nan,nan,nan,0.800000,0.800000
6.6600,nan,nan,nan,nan,0.800000,0.800000
6.6610,nan,nan,nan,nan,0.800000,0.800000
6.6620,nan,nan,nan,nan,0.800000,0.800000
6.6630,nan,nan,nan,nan,0.800000,0.800000
6.6640,nan,nan,nan,nan,0.800000,0.800000
6.6650,nan,nan,nan,nan,0.800000,0.800000
6.6660,nan,nan,nan,nan,0.800000,0.800000
6.6670,nan,nan,nan,nan,0.800000,0.800000
6.6680,nan,nan,nan,nan,0.800000,0.800000
6.6690,nan,nan,nan,nan,0.800000,0.800000
6.6700,nan,nan,nan,nan,0.800000,0.800000
6.6710,nan,nan,nan,nan,0.800000,0.800000
6.6720,nan,nan,nan,nan,0.800000,0.800000
6.6730,nan,nan,nan,nan,0.800000,0.800000
6.6740,nan,nan,nan,nan,0.800000,0.800000
6.6750,nan,nan,nan,nan,0.800000,0.800000
6.6760,nan,nan,nan,nan,0.800000,0.800000
6.6770,nan,nan,nan,nan,0.800000,0.800000
6.6780,nan,nan,nan,nan,0.800000,0.800000
6.6790,nan,nan,nan,nan,0.800000,0.800000
6.6800,nan,nan,nan,nan,0.800000,0.800000
6.6810,nan,nan,nan,nan,0.800000,0.800000
6.6820,nan,nan,nan,nan,0.800000,0.800000
6.6830,nan,nan,nan,nan,0.800000,0.800000
6.6840,nan,nan,nan,nan,0.800000,0.800000
6.6850,nan,nan,nan,nan,0.800000,0.800000
6.6860,nan,nan,nan,nan,0.800000,0.800000
6.6870,nan,nan,nan,nan,0.800000,0.800000
6.6880,nan,nan,nan,nan,0.800000,0.800000
6.6890,nan,nan,nan,nan,0.800000,0.800000
6.6900,nan,nan,nan,nan,0.800000,0.800000
6.6910,nan,nan,nan,nan,0.800000,0.800000
6.6920,nan,nan,nan,nan,0.800000,0.800000
6.6930,nan,nan,nan,nan,0.800000,0.800000
6.6940,nan,nan,nan,nan,0.800000,0.800000
6.6950,nan,nan,nan,nan,0.800000,0.800000
6.6960,nan,nan,nan,nan,0.800000,0.800000
6.6970,nan,nan,nan,nan,0.800000,0.800000
6.6980,nan,nan,nan,nan,0.800000,0.800000
6.6990,nan,nan,nan,nan,0.800000,0.800000
6.7000,nan,nan,nan,nan,0.800000,0.800000
6.7010,nan,nan,nan,nan,0.800000,0.800000
6.7020,nan,nan,nan,nan,0.800000,0.800000
6.7030,nan,nan,nan,nan,0.800000,0.800000
6.7040,nan,nan,nan,nan,0.800000,0.800000
6.7050,nan,nan,nan,nan,0.800000,0.800000
6.7060,nan,nan,nan,nan,0.800000,0.800000
6.7070,nan,nan,nan,nan,0.800000,0.800000
6.7080,nan,nan,nan,nan,0.800000,0.800000
6.7090,nan,nan,nan,nan,0.800000,0.800000
6.7100,nan,nan,nan,nan,0.800000,0.800000
6.7110,nan,nan,nan,nan,0.800000,0.800000
6.7120,nan,nan,nan,nan,0.800000,0.800000
6.7130,nan,nan,nan,nan,0.800000,0.800000
6.7140,nan,nan,nan,nan,0.800000,0.800000
6.7150,nan,nan,nan,nan,0.800000,0.800000
6.7160,nan,nan,nan,nan,0.800000,0.800000
6.7170,nan,nan,nan,nan,0.800000,0.800000
6.7180,nan,nan,nan,nan,0.800000,0.800000
6.7190,nan,nan,nan,nan,0.800000,0.800000
6.7200,nan,nan,nan,nan,0.800000,0.800000
6.7210,nan,nan,nan,nan,0.800000,0.800000
6.7220,nan,nan,nan,nan,0.800000,0.800000
6.7230,nan,nan,nan,nan,0.800000,0.800000
6.7240,nan,nan,nan,nan,0.800000,0.800000
6.7250,nan,nan,nan,nan,0.800000,0.800000
6.7260,nan,nan,nan,nan,0.800000,0.800000
6.7270,nan,nan,nan,nan,0.800000,0.800000
6.7280,nan,nan,nan,nan,0.800000,0.800000
6.7290,nan,nan,nan,nan,0.800000,0.800000
6.7300,nan,nan,nan,nan,0.800000,0.800000
6.7310,nan,nan,nan,nan,0.800000,0.800000
6.7320,nan,nan,nan,nan,0.800000,0.800000
6.7330,nan,nan,nan,nan,0.800000,0.800000
6.7340,nan,nan,nan,nan,0.800000,0.800000
6.7350,nan,nan,nan,nan,0.800000,0.800000
6.7360,nan,nan,nan,nan,0.800000,0.800000
6.7370,nan,nan,nan,nan,0.800000,0.800000
6.7380,nan,nan,nan,nan,0.800000,0.800000
6.7390,nan,nan,nan,nan,0.800000,0.800000
6.7400,nan,nan,nan,nan,0.800000,0.800000
6.7410,nan,nan,nan,nan,0.800000,0.800000
6.7420,nan,nan,nan,nan,0.800000,0.800000
6.7430,nan,nan,nan,nan,0.800000,0.800000
6.7440,nan,nan,nan,nan,0.800000,0.800000
6.7450,nan,nan,nan,nan,0.800000,0.800000
6.7460,nan,nan,nan,nan,0.800000,0.800000
6.7470,nan,nan,nan,nan,0.800000,0.800000
6.7480,nan,nan,nan,nan,0.800000,0.800000
6.7490,nan,nan,nan,nan,0.800000,0.800000
6.7500,nan,nan,nan,nan,0.800000,0.800000
6.7510,nan,nan,nan,nan,0.800000,0.800000
6.7520,nan,nan,nan,nan,0.800000,0.800000
6.7530,nan,nan,nan,nan,0.800000,0.800000
6.7540,nan,nan,nan,nan,0.800000,0.800000
6.7550,nan,nan,nan,nan,0.800000,0.800000
6.7560,nan,nan,nan,nan,0.800000,0.800000
6.7570,nan,nan,nan,nan,0.800000,0.800000
6.7580,nan,nan,nan,nan,0.800000,0.800000
6.7590,nan,nan,nan,nan,0.800000,0.800000
6.7600,nan,nan,nan,nan,0.800000,0.800000
6.7610,nan,nan,nan,nan,0.800000,0.800000
6.7620,nan,nan,nan,nan,0.800000,0.800000
6.7630,nan,nan,nan,nan,0.800000,0.800000
6.7640,nan,nan,nan,nan,0.800000,0.800000
6.7650,nan,nan,nan,nan,0.800000,0.800000
6.7660,nan,nan,nan,nan,0.800000,0.800000
6.7670,nan,nan,nan,nan,0.800000,0.800000
6.7680,nan,nan,nan,nan,0.800000,0.800000
6.7690,nan,nan,nan,nan,0.800000,0.800000
6.7700,nan,nan,nan,nan,0.800000,0.800000
6.7710,nan,nan,nan,nan,0.800000,0.800000
6.7720,nan,nan,nan,nan,0.800000,0.800000
6.7730,nan,nan,nan,nan,0.800000,0.800000
6.7740,nan,nan,nan,nan,0.800000,0.800000
6.7750,nan,nan,nan,nan,0.800000,0.800000
6.7760,nan,nan,nan,nan,0.800000,0.800000
6.7770,nan,nan,nan,nan,0.800000,0.800000
6.7780,nan,nan,nan,nan,0.800000,0.800000
6.7790,nan,nan,nan,nan,0.800000,0.800000
6.7800,nan,nan,nan,nan,0.800000,0.800000
6.7810,nan,nan,nan,nan,0.800000,0.800000
6.7820,nan,nan,nan,nan,0.800000,0.800000
6.7830,nan,nan,nan,nan,0.800000,0.800000
6.7840,nan,nan,nan,nan,0.800000,0.800000
6.7850,nan,nan,nan,nan,0.800000,0.800000
6.7860,nan,nan,nan,nan,0.800000,0.800000
6.7870,nan,nan,nan,nan,0.800000,0.800000
6.7880,nan,nan,nan,nan,0.800000,0.800000
6.7890,nan,nan,nan,nan,0.800000,0.800000
6.7900,nan,nan,nan,nan,0.800000,0.800000
6.7910,nan,nan,nan,nan,0.800000,0.800000
6.7920,nan,nan,nan,nan,0.800000,0.800000
6.7930,nan,nan,nan,nan,0.800000,0.800000
6.7940,nan,nan,nan,nan,0.800000,0.800000
6.7950,nan,nan,nan,nan,0.800000,0.800000
6.7960,nan,nan,nan,nan,0.800000,0.800000
6.7970,nan,nan,nan,nan,0.800000,0.800000
6.7980,nan,nan,nan,nan,0.800000,0.800000
6.7990,nan,nan,nan,nan,0.800000,0.800000
6.8000,nan,nan,nan,nan,0.800000,0.800000
6.8010,nan,nan,nan,nan,0.800000,0.800000
6.8020,nan,nan,nan,nan,0.800000,0.800000
6.8030,nan,nan,nan,nan,0.800000,0.800000
6.8040,nan,nan,nan,nan,0.800000,0.800000
6.8050,nan,nan,nan,nan,0.800000,0.800000
6.8060,nan,nan,nan,nan,0.800000,0.800000
6.8070,nan,nan,nan,nan,0.800000,0.800000
6.8080,nan,nan,nan,nan,0.800000,0.800000
6.8090,nan,nan,nan,nan,0.800000,0.800000
6.8100,nan,nan,nan,nan,0.800000,0.800000
6.8110,nan,nan,nan,nan,0.800000,0.800000
6.8120,nan,nan,nan,nan,0.800000,0.800000
6.8130,nan,nan,nan,nan,0.800000,0.800000
6.8140,nan,nan,nan,nan,0.800000,0.800000
6.8150,nan,nan,nan,nan,0.800000,0.800000
6.8160,nan,nan,nan,nan,0.800000,0.800000
6.8170,nan,nan,nan,nan,0.800000,0.800000
6.8180,nan,nan,nan,nan,0.800000,0.800000
6.8190,nan,nan,nan,nan,0.800000,0.800000
6.8200,nan,nan,nan,nan,0.800000,0.800000
6.8210,nan,nan,nan,nan,0.800000,0.800000
6.8220,nan,nan,nan,nan,0.800000,0.800000
6.8230,nan,nan,nan,nan,0.800000,0.800000
6.8240,nan,nan,nan,nan,0.800000,0.800000
6.8250,nan,nan,nan,nan,0.800000,0.800000
6.8260,nan,nan,nan,nan,0.800000,0.800000
6.8270,nan,nan,nan,nan,0.800000,0.800000
